Year,Player,Pos,Age,Tm
1953,Ed Macauley*,C,24,BOS
1953,John Mahnken,C,30,BOS
1953,Mo Mahoney,F,25,BOS
1953,Slater Martin*,PG,27,MNL
1953,Al Masino,PG,24,MLH
1953,Jack McCloskey,SG,27,PHW
1953,Bucky McConnell,PG,24,MLH
1953,Alfred McGuire*,PG,24,NYK
1953,Dick McGuire*,PG,27,NYK
1953,George McLeod,F,22,BLB
1953,Jack McMahon,PG,24,ROC
1953,Monk Meineke,PF,22,FTW
1953,Stan Miasek,SF,28,TOT
1953,Stan Miasek,C-F,28,BLB
1953,Stan Miasek,SF,28,MLH
1953,Ed Mikan,C,27,TOT
1953,Ed Mikan,C,27,PHW
1953,Ed Mikan,C,27,INO
1953,George Mikan*,C,28,MNL
1953,Vern Mikkelsen*,PF,24,MNL
1953,Eddie Miller,C,21,TOT
1953,Eddie Miller,C,21,MLH
1953,Eddie Miller,C,21,BLB
1953,Dave Minor,PG,30,TOT
1953,Dave Minor,G-F,30,BLB
1953,Dave Minor,PG,30,MLH
1953,Bill Mlkvy,SF,22,PHW
1953,Jim Mooney,SF,22,PHW
1953,Bob Naber,F,23,INO
1953,Jack Nichols,PF,26,MLH
1953,John O'Boyle,SG,24,MLH
1953,Ralph O'Brien,PG,24,TOT
1953,Ralph O'Brien,G,24,INO
1953,Ralph O'Brien,G,24,FTW
1953,Ralph O'Brien,PG,24,BLB
1953,Mike O'Neill,SF,,MLH
1953,Kevin O'Shea,SG,27,BLB
1953,Wally Osterkorn,SF,24,SYR
1953,Don Otten,C,31,MLH
1953,Claude Overton,SG,25,PHW
1953,Johnny Payak,SG,26,MLH
1953,Mel Payton,SF,26,INO
1953,Andy Phillip*,G-F,30,TOT
1953,Jim Pollard*,SF,30,MNL
1953,Ralph Polson,PF,23,TOT
1953,Ralph Polson,PF,23,NYK
1953,Ralph Polson,PF,23,PHW
1953,Bob Priddy,F,22,BLB
1953,Moe Radovich,PG,23,PHW
1953,Sherwin Raiken,G,24,NYK
1953,George Ratkovicz,PF,30,TOT
1953,George Ratkovicz,PF,30,BLB
1953,George Ratkovicz,PF,30,MLH
1953,Gene Rhodes,SG,25,INO
1953,Arnie Risen*,C,28,ROC
1953,Red Rocha,C,29,SYR
1953,Kenny Rollins,PG,29,BOS
1953,Pep Saul,SG,28,MNL
1953,Fred Schaus,SF,27,FTW
1953,Dolph Schayes*,PF,24,SYR
1953,Howie Schultz,PF,30,MNL
1953,Fred Scolari,PG,30,TOT
1953,Fred Scolari,PG,30,BLB
1953,Fred Scolari,PG,30,FTW
1953,George Senesky,PG,30,PHW
1953,Paul Seymour,SG,25,SYR
1953,Chuck Share,C,25,FTW
1953,Bill Sharman*,SG,26,BOS
1953,Connie Simmons,C,27,NYK
1953,Whitey Skoog,SG,26,MNL
1953,Odie Spears,SF,27,ROC
1953,Dick Surhoff,SF,23,NYK
1953,Bill Tosheff,PG,26,INO
1953,Ernie Vandeweghe,SG,24,NYK
1953,Paul Walther,SG,25,INO
1953,Bobby Wanzer*,SG,31,ROC
1953,Mark Workman,PF,22,TOT
1953,Mark Workman,PF,22,MLH
1953,Mark Workman,F-C,22,PHW
1953,Max Zaslofsky,SG,27,NYK
1953,Zeke Zawoluk,PF,22,INO
,,,,
1954,Don Ackerman,PG,23,NYK
1954,Don Asmonga,G,25,BLB
1954,Jim Baechtold,SF,26,NYK
1954,Don Barksdale*,PF,30,BOS
1954,Leo Barnhorst,F-G,29,TOT
1954,Ernie Barrett,SG,24,BOS
1954,Ernie Beck,SG,22,PHW
1954,Irv Bemoras,SF,23,MLH
1954,Bill Bolger,SF,22,BLB
1954,Vince Boryla,SF,26,NYK
1954,Bob Brannum,PF,28,BOS
1954,Carl Braun,SG,26,NYK
1954,Frankie Brian,SG,30,FTW
1954,Bill Calhoun,SF,26,MLH
1954,Cal Christensen,SF,26,ROC
1954,Nat Clifton*,PF,31,NYK
1954,Jack Coleman,PF,29,ROC
1954,Chuck Cooper,SF,27,BOS
1954,Bob Cousy*,PG,25,BOS
1954,Bob Davies*,PG,34,ROC
1954,Walt Davis,PF,23,PHW
1954,Bob Donham,SG,27,BOS
1954,Gene Dyker,F,23,MLH
1954,Ed Earle,PF,26,SYR
1954,Ray Felix,C,23,BLB
1954,Danny Finn,PG,25,PHW
1954,Larry Foust,C,25,FTW
1954,Jim Fritsche,PF,22,TOT
1954,Jim Fritsche,PF,22,MNL
1954,Jim Fritsche,PF,22,BLB
1954,Joe Fulks*,PF,32,PHW
1954,Bill Gabor,SG,31,SYR
1954,Harry Gallatin*,PF,26,NYK
1954,Jack George,PG,25,PHW
1954,Bato Govedarica,PG,25,SYR
1954,Joe Graboski,PF,24,PHW
1954,Norm Grekin,F,23,PHW
1954,Alex Hannum*,PF,30,ROC
1954,Rollen Hans,SG,22,BLB
1954,Bob Harris,SF,26,BOS
1954,Bob Harrison,SG,26,TOT
1954,Bob Harrison,G,26,MNL
1954,Bob Harrison,SG,26,MLH
1954,Lew Hitch,PF,24,MLH
1954,Paul Hoffman,PG,28,BLB
1954,Jim Holstein,SF,23,MNL
1954,Red Holzman*,PG,33,MLH
1954,Bob Houbregs*,PF,21,TOT
1954,Bob Houbregs*,C-F,21,MLH
1954,Bob Houbregs*,PF,21,BLB
1954,Mel Hutchins,PF,25,FTW
1954,Neil Johnston*,C,24,PHW
1954,Billy Kenville,PG,23,SYR
1954,George King,PG,25,SYR
1954,Dick Knostman,C,22,SYR
1954,Bob Lavoy,PF,27,TOT
1954,Bob Lavoy,PF,27,MLH
1954,Bob Lavoy,PF,27,SYR
1954,Earl Lloyd*,SF,25,SYR
1954,Don Lofgran,SF,25,MLH
1954,Clyde Lovellette*,C,24,MNL
1954,Jim Luisi,PG,25,BLB
1954,Ed Macauley*,C,25,BOS
1954,Mo Mahoney,F,26,BLB
1954,Slater Martin*,PG,28,MNL
1954,Al Masino,PG,25,TOT
1954,Al Masino,PG,25,ROC
1954,Al Masino,PG,25,SYR
1954,Alfred McGuire*,PG,25,NYK
1954,Dick McGuire*,PG,28,NYK
1954,Jack McMahon,PG,25,ROC
1954,Monk Meineke,PF,23,FTW
1954,Ed Mikan,C,28,BOS
1954,George Mikan*,C,29,MNL
1954,Vern Mikkelsen*,PF,25,MNL
1954,Eddie Miller,C,22,BLB
1954,Jack Molinas,SF,22,FTW
1954,Ken Murray,SG,25,FTW
1954,Jim Neal,C,23,SYR
1954,Jack Nichols,C-F,27,TOT
1954,Paul Nolen,C,24,BLB
1954,Mike Novak,PF,38,SYR
1954,Wally Osterkorn,PF,25,SYR
1954,Bob Peterson,F,22,TOT
1954,Bob Peterson,F,22,BLB
1954,Bob Peterson,F,22,MLH
1954,James Phelan,G,24,PHW
1954,Andy Phillip*,PG,31,FTW
1954,Jim Pollard*,SF,31,MNL
1954,George Ratkovicz,PF,31,MLH
1954,Connie Rea,G-F,19,BLB
1954,Frank Reddout,F,,ROC
1954,Arnie Risen*,C,29,ROC
1954,Al Roges,SF,23,BLB
1954,Pep Saul,SG,29,MNL
1954,Fred Schaus,SF,28,TOT
1954,Fred Schaus,F,28,FTW
1954,Fred Schaus,SF,28,NYK
1954,Dolph Schayes*,C,25,SYR
1954,Dick Schnittker,SF,25,MNL
1954,Fred Scolari,PG,31,FTW
1954,George Senesky,PG,31,PHW
1954,Paul Seymour,SG,26,SYR
1954,Chuck Share,C,26,TOT
1954,Chuck Share,C,26,FTW
1954,Chuck Share,C,26,MLH
1954,Bill Sharman*,SG,27,BOS
1954,Connie Simmons,C,28,NYK
1954,Zeke Sinicola,G,25,FTW
1954,Whitey Skoog,SG,27,MNL
1954,Ed Smith,SF,24,NYK
1954,Joe Smyth,SF,24,TOT
1954,Joe Smyth,SF,24,NYK
1954,Joe Smyth,SF,24,BLB
1954,Odie Spears,SF,28,ROC
1954,Don Sunderlage,SG,24,MLH
1954,Dick Surhoff,PF,24,MLH
1954,Norm Swanson,SF,23,ROC
1954,Bill Tosheff,PG,27,MLH
1954,Hal Uplinger,SG,24,BLB
1954,Ernie Vandeweghe,SG,25,NYK
1954,Paul Walther,SG,26,PHW
1954,Isaac Walthour,G,23,MLH
1954,Bobby Wanzer*,SG,32,ROC
1954,Mark Workman,F-C,23,BLB
1954,George Yardley*,SF,25,FTW
1954,Max Zaslofsky,SG,28,TOT
1954,Max Zaslofsky,SG,28,BLB
1954,Max Zaslofsky,SG,28,MLH
1954,Max Zaslofsky,SG,28,FTW
1954,Zeke Zawoluk,SF,23,PHW
,,,,
1955,Don Anielak,F,24,NYK
1955,Paul Arizin*,SF,26,PHW
1955,Jim Baechtold,SF,27,NYK
1955,Don Barksdale*,SF,31,BOS
1955,Bob Brannum,PF,29,BOS
1955,Carl Braun,SG,27,NYK
1955,Tom Brennan,SF,24,PHW
1955,Frankie Brian,SG,31,FTW
1955,Bill Calhoun,SG,27,MLH
1955,Bob Carney,SG,22,MNL
1955,Fred Christ,G,24,NYK
1955,Cal Christensen,SF,27,ROC
1955,Nat Clifton*,PF,32,NYK
1955,Jack Coleman,PF,30,ROC
1955,Bert Cook,SG,25,NYK
1955,Chuck Cooper,PF,28,MLH
1955,Larry Costello,PG,23,PHW
1955,Bob Cousy*,PG,26,BOS
1955,Bob Davies*,PG,35,ROC
1955,Walt Davis,C,24,PHW
1955,George Dempsey,SG,25,PHW
1955,Fred Diute,SG,26,MLH
1955,Dick Farley,SG,22,SYR
1955,Ray Felix,C,24,NYK
1955,Danny Finn,PG,26,PHW
1955,Larry Foust,C,26,FTW
1955,Jim Fritsche,PF,23,FTW
1955,Bill Gabor,SG,32,SYR
1955,Harry Gallatin*,PF,27,NYK
1955,Jack George,PG,26,PHW
1955,Joe Graboski,PF,25,PHW
1955,Chuck Grigsby,G,26,NYK
1955,Alex Hannum*,PF,31,MLH
1955,Rollen Hans,SG,23,BLB
1955,Bob Harrison,PG,27,MLH
1955,Herm Hedderick,G,25,NYK
1955,Don Henriksen,PF,25,TOT
1955,Don Henriksen,F-C,25,BLB
1955,Don Henriksen,PF,25,ROC
1955,Lew Hitch,F-C,25,TOT
1955,Paul Hoffman,G-F,29,TOT
1955,Jim Holstein,SF,24,MNL
1955,Bob Houbregs*,C-F,22,TOT
1955,Mel Hutchins,PF,26,FTW
1955,Neil Johnston*,C,25,PHW
1955,Ed Kalafat,PF,22,MNL
1955,Mike Kearns,PG,25,PHW
1955,Billy Kenville,SG,24,SYR
1955,Red Kerr,C,22,SYR
1955,Dan King,F,24,BLB
1955,George King,PG,26,SYR
1955,Bob Knight,G-F,25,NYK
1955,Earl Lloyd*,SF,26,SYR
1955,Clyde Lovellette*,C,25,MNL
1955,Ed Macauley*,C,26,BOS
1955,Ronnie MacGilvray,PG,24,MLH
1955,Tom Marshall,SF,24,ROC
1955,Phil Martin,SF,26,MLH
1955,Slater Martin*,PG,29,MNL
1955,Ken McBride,SG,,MLH
1955,Alfred McGuire*,PG,26,BLB
1955,Dick McGuire*,PG,29,NYK
1955,Jack McMahon,PG,26,ROC
1955,Carl McNulty,SG,24,MLH
1955,Monk Meineke,PF,24,FTW
1955,Vern Mikkelsen*,PF,26,MNL
1955,Jackie Moore,F,22,TOT
1955,Red Morrison,C,22,BOS
1955,Ken Murray,G-F,26,TOT
1955,Boris Nachamkin,F,21,ROC
1955,Jim Neal,C,24,BLB
1955,Jack Nichols,PF,28,BOS
1955,Wally Osterkorn,SF,26,SYR
1955,Togo Palazzi,SG,22,BOS
1955,Bob Peterson,PF,23,NYK
1955,Bob Pettit*,PF,22,MLH
1955,Andy Phillip*,PG,32,FTW
1955,Jim Pollard*,SF,32,MNL
1955,Frank Ramsey*,SF,23,BOS
1955,George Ratkovicz,PF,32,MLH
1955,Arnie Risen*,C,30,ROC
1955,Red Rocha,C,31,SYR
1955,Al Roges,G-F,24,TOT
1955,Dick Rosenthal,SF,25,FTW
1955,Pep Saul,SG,30,MLH
1955,Dolph Schayes*,PF,26,SYR
1955,Dick Schnittker,SF,26,MNL
1955,Fred Scolari,PG,32,BOS
1955,Frank Selvy,G-F,22,TOT
1955,Paul Seymour,SG,27,SYR
1955,Chuck Share,C,27,MLH
1955,Bill Sharman*,SG,28,BOS
1955,Gene Shue,PG,23,TOT
1955,Gene Shue,PG,23,PHW
1955,Gene Shue,PG,23,NYK
1955,Connie Simmons,C-F,29,TOT
1955,Whitey Skoog,SG,28,MNL
1955,Odie Spears,SF,29,ROC
1955,Art Spoelstra,C,22,ROC
1955,Don Sunderlage,SG,25,MNL
1955,Jim Tucker,PF,22,SYR
1955,Jack Turner,SF,24,NYK
1955,Paul Walther,SG,27,FTW
1955,Bobby Wanzer*,SG,33,ROC
1955,Bobby Watson,G,24,TOT
1955,Skippy Whitaker,PG,24,BOS
1955,George Yardley*,SF,26,FTW
1955,Max Zaslofsky,SG,29,FTW
1955,Zeke Zawoluk,PF,24,PHW
,,,,
1956,Paul Arizin*,SF,27,PHW
1956,Jesse Arnelle,PF,22,FTW
1956,Dick Atha,SG,24,NYK
1956,Jim Baechtold,SF,28,NYK
1956,Ernie Barrett,SG,26,BOS
1956,Ernie Beck,SG,24,PHW
1956,Don Bielke,C,,FTW
1956,Carl Braun,SG,28,NYK
1956,Frankie Brian,PG,32,FTW
1956,Nat Clifton*,PF,33,NYK
1956,Jack Coleman,PF,31,TOT
1956,Jack Coleman,PF,31,ROC
1956,Jack Coleman,PF,31,STL
1956,Ed Conlin,SF,22,SYR
1956,Chuck Cooper,SF,29,TOT
1956,Chuck Cooper,F,29,STL
1956,Chuck Cooper,SF,29,FTW
1956,Bob Cousy*,PG,27,BOS
1956,Red Davis,C,23,ROC
1956,Walt Davis,PF,25,PHW
1956,George Dempsey,PG,26,PHW
1956,Corky Devlin,SG,24,FTW
1956,Walter Dukes,C,25,NYK
1956,Dick Farley,SG,23,SYR
1956,Ron Feiereisel,G,24,MNL
1956,Ray Felix,C,25,NYK
1956,Al Ferrari,SF,22,STL
1956,Ed Fleming,SG,22,ROC
1956,Larry Foust,C,27,FTW
1956,Harry Gallatin*,SF,28,NYK
1956,Dick Garmaker,SG,23,MNL
1956,Jack George,PG,27,PHW
1956,Tom Gola*,SG,23,PHW
1956,Joe Graboski,PF,26,PHW
1956,Alex Hannum*,PF,32,STL
1956,Chris Harris,SG,22,TOT
1956,Chris Harris,SG,22,STL
1956,Chris Harris,SG,22,ROC
1956,Bob Harrison,PG,28,STL
1956,Dick Hemric,PF,22,BOS
1956,Larry Hennessy,SG,26,PHW
1956,Lew Hitch,PF,26,MNL
1956,Jim Holstein,F-G,25,TOT
1956,Johnny Horan,F,23,TOT
1956,Johnny Horan,F,23,FTW
1956,Johnny Horan,F,23,MNL
1956,Bob Houbregs*,C,23,FTW
1956,Mel Hutchins,PF,27,FTW
1956,Neil Johnston*,C,26,PHW
1956,Ed Kalafat,SF,23,MNL
1956,Billy Kenville,PG,25,SYR
1956,Red Kerr,C,23,SYR
1956,George King,PG,27,SYR
1956,Earl Lloyd*,SF,27,SYR
1956,Jim Loscutoff,SF,25,BOS
1956,Clyde Lovellette*,C,26,MNL
1956,Ed Macauley*,C,27,BOS
1956,Slater Martin*,PG,30,MNL
1956,Dick McGuire*,PG,30,NYK
1956,Jack McMahon,PG,27,TOT
1956,Jack McMahon,G,27,ROC
1956,Jack McMahon,PG,27,STL
1956,Monk Meineke,PF,25,ROC
1956,Chuck Mencel,PG,22,MNL
1956,George Mikan*,C,31,MNL
1956,Vern Mikkelsen*,PF,27,MNL
1956,Jackie Moore,SF,23,PHW
1956,Red Morrison,C,23,BOS
1956,Jack Nichols,PF,29,BOS
1956,Chuck Noble,SG,24,FTW
1956,Togo Palazzi,SF,23,BOS
1956,Med Park,SF,22,STL
1956,Bob Peterson,SF,24,NYK
1956,Bob Pettit*,C,23,STL
1956,Andy Phillip*,PG,33,FTW
1956,Richie Regan,PG,25,ROC
1956,Dick Ricketts,PF,22,TOT
1956,Dick Ricketts,PF,22,STL
1956,Dick Ricketts,PF,22,ROC
1956,Arnie Risen*,C,31,BOS
1956,Red Rocha,C,32,SYR
1956,Bob Santini,F,20,NYK
1956,Bob Schafer,SG,,TOT
1956,Bob Schafer,SG,,PHW
1956,Bob Schafer,SG,,STL
1956,Dolph Schayes*,PF,27,SYR
1956,Dick Schnittker,SF,27,MNL
1956,Kenny Sears,PF,22,NYK
1956,Frank Selvy,SG,23,STL
1956,Paul Seymour,SG,28,SYR
1956,Chuck Share,C,28,STL
1956,Bill Sharman*,SG,29,BOS
1956,Gene Shue,PG,24,NYK
1956,Connie Simmons,PF,30,ROC
1956,Whitey Skoog,SG,29,MNL
1956,Odie Spears,SF,30,FTW
1956,Art Spoelstra,C,23,ROC
1956,Jack Stephens,SG,22,STL
1956,Maurice Stokes*,C,22,ROC
1956,Jim Tucker,PF,23,SYR
1956,Jack Twyman*,SF,21,ROC
1956,Ernie Vandeweghe,F-G,27,NYK
1956,Bobby Wanzer*,PG,34,ROC
1956,Bob Williams,F,24,MNL
1956,George Yardley*,SF,27,FTW
1956,Max Zaslofsky,SG,30,FTW
,,,,
1957,Forest Able,G,24,SYR
1957,Paul Arizin*,SF,28,PHW
1957,Bob Armstrong,C-F,23,PHW
1957,Jim Baechtold,SF,29,NYK
1957,John Barber,F,29,STL
1957,Ernie Beck,SG,25,PHW
1957,Irv Bemoras,SF,26,STL
1957,Gary Bergen,C,24,NYK
1957,Al Bianchi,PG,24,SYR
1957,Carl Braun,PG,29,NYK
1957,Bob Burrow,C,22,ROC
1957,Nat Clifton*,PF,34,NYK
1957,Jack Coleman,PF,32,STL
1957,Ed Conlin,SG,23,SYR
1957,Larry Costello,PG,25,PHW
1957,Bob Cousy*,PG,28,BOS
1957,Walt Davis,PF,26,PHW
1957,George Dempsey,PG,27,PHW
1957,Corky Devlin,SG,25,FTW
1957,Walter Dukes,C,26,MNL
1957,Ray Felix,C,26,NYK
1957,Ed Fleming,SG,23,ROC
1957,Larry Foust,C,28,FTW
1957,Harry Gallatin*,PF,29,NYK
1957,Dick Garmaker,SG,24,MNL
1957,Jack George,SG,28,PHW
1957,Joe Graboski,PF,27,PHW
1957,Si Green,SG,23,ROC
1957,Richie Guerin*,SG,24,NYK
1957,Cliff Hagan*,SF,25,STL
1957,Alex Hannum*,F-C,33,TOT
1957,Bob Harrison,G,29,TOT
1957,Tom Heinsohn*,PF,22,BOS
1957,Dick Hemric,PF,23,BOS
1957,Larry Hennessy,SG,27,SYR
1957,Lew Hitch,PF,27,TOT
1957,Lew Hitch,PF,27,ROC
1957,Lew Hitch,PF,27,PHW
1957,Joe Holup,SF,22,SYR
1957,Bob Hopkins,C,22,SYR
1957,Bob Houbregs*,C,24,FTW
1957,Mel Hutchins,PF,28,FTW
1957,Neil Johnston*,C,27,PHW
1957,Phil Jordon,C-F,23,NYK
1957,Ed Kalafat,SF,24,MNL
1957,Billy Kenville,SG,26,FTW
1957,Red Kerr,C,24,SYR
1957,Hal Lear,G,22,PHW
1957,Slick Leonard*,PG,24,MNL
1957,Earl Lloyd*,SF,28,SYR
1957,Jim Loscutoff,SF,26,BOS
1957,Clyde Lovellette*,C,27,MNL
1957,Ed Macauley*,PF,28,STL
1957,Tom Marshall,SF,26,ROC
1957,Slater Martin*,PG,31,TOT
1957,Slater Martin*,PG,31,NYK
1957,Slater Martin*,PG,31,STL
1957,Johnny McCarthy,PG,22,ROC
1957,Dick McGuire*,PG,31,NYK
1957,Jack McMahon,SG,28,STL
1957,Chuck Mencel,PG,23,MNL
1957,Vern Mikkelsen*,PF,28,MNL
1957,Jackie Moore,SF,24,PHW
1957,Willie Naulls,PF,22,TOT
1957,Willie Naulls,F-C,22,STL
1957,Willie Naulls,PF,22,NYK
1957,Jack Nichols,PF,30,BOS
1957,Chuck Noble,SG,25,FTW
1957,Togo Palazzi,SF,24,TOT
1957,Togo Palazzi,SF,24,BOS
1957,Togo Palazzi,SF,24,SYR
1957,Med Park,SG,23,STL
1957,Jim Paxson,SF,24,MNL
1957,Bob Pettit*,C,24,STL
1957,Andy Phillip*,PG,34,BOS
1957,Dave Piontek,SF,22,ROC
1957,Frank Ramsey*,SG,25,BOS
1957,Jim Ray,G,23,SYR
1957,Richie Regan,PG,26,ROC
1957,Dick Ricketts,C,23,ROC
1957,Arnie Risen*,C,32,BOS
1957,Red Rocha,C,33,FTW
1957,Dick Rosenthal,SF,27,FTW
1957,Bill Russell*,C,22,BOS
1957,Don Savage,F-G,28,SYR
1957,Bob Schafer,SG,,SYR
1957,Dolph Schayes*,PF,28,SYR
1957,Dick Schnittker,SF,28,MNL
1957,Kenny Sears,SF,23,NYK
1957,Paul Seymour,PG,29,SYR
1957,Chuck Share,C,29,STL
1957,Bill Sharman*,SG,30,BOS
1957,Ron Shavlik,F,23,NYK
1957,Gene Shue,PG,25,FTW
1957,Whitey Skoog,SG,30,MNL
1957,Ron Sobie,SG,22,NYK
1957,Odie Spears,G,31,TOT
1957,Art Spoelstra,C,24,ROC
1957,Norm Stewart,F,22,STL
1957,Maurice Stokes*,PF,23,ROC
1957,Bill Thieben,PF,21,FTW
1957,Lou Tsioropoulos,SF,26,BOS
1957,Jim Tucker,PF,24,SYR
1957,Jack Twyman*,SG,22,ROC
1957,Bobby Wanzer*,SG,35,ROC
1957,Bob Williams,F,25,MNL
1957,George Yardley*,SF,28,FTW
,,,,
1958,Paul Arizin*,SF,29,PHW
1958,Dick Atha,SG,26,DET
1958,Ernie Beck,SG,26,PHW
1958,Al Bianchi,SG,25,SYR
1958,Doug Bolstorff,G,26,DET
1958,Carl Braun,PG,30,NYK
1958,George Brown,F,22,MNL
1958,Bob Burrow,C,23,MNL
1958,Nat Clifton*,PF,35,DET
1958,Jack Coleman,PF,33,STL
1958,Ed Conlin,SF,24,SYR
1958,Larry Costello,PG,26,SYR
1958,Bob Cousy*,PG,29,BOS
1958,Walt Davis,PF,27,TOT
1958,Walt Davis,PF,27,PHW
1958,Walt Davis,PF,27,STL
1958,George Dempsey,PG,28,PHW
1958,Corky Devlin,SG,26,MNL
1958,Dick Duckett,PG,24,CIN
1958,Walter Dukes,C,27,DET
1958,Pat Dunn,SG,26,PHW
1958,Bill Ebben,G,22,DET
1958,Bo Erias,SF,25,MNL
1958,Ray Felix,C,27,NYK
1958,Ed Fleming,SF,24,MNL
1958,Larry Foust,C,29,MNL
1958,Larry Friend,SG,22,NYK
1958,Harry Gallatin*,PF,30,DET
1958,Dick Garmaker,SG,25,MNL
1958,Jack George,PG,29,PHW
1958,Tom Gola*,SG,25,PHW
1958,Joe Graboski,PF,28,PHW
1958,Richie Guerin*,SG,25,NYK
1958,Cliff Hagan*,SF,26,STL
1958,Bob Harrison,SG,30,SYR
1958,Tom Heinsohn*,PF,23,BOS
1958,Joe Holup,SF,23,TOT
1958,Joe Holup,SF,23,SYR
1958,Joe Holup,SF,23,DET
1958,Bob Hopkins,PF,23,SYR
1958,Bob Houbregs*,PF,25,DET
1958,Hot Rod,SG,23,MNL
1958,Mel Hutchins,PF,29,NYK
1958,McCoy Ingram,PF,26,MNL
1958,Neil Johnston*,C,28,PHW
1958,Sam Jones*,SG,24,BOS
1958,Phil Jordon,C,24,TOT
1958,Phil Jordon,C-F,24,NYK
1958,Phil Jordon,C,24,DET
1958,Billy Kenville,SG,27,DET
1958,Red Kerr,C,25,SYR
1958,George King,PG,29,CIN
1958,Jim Krebs,C,22,MNL
1958,Slick Leonard*,PG,25,MNL
1958,Earl Lloyd*,SF,29,SYR
1958,Jim Loscutoff,SF,27,BOS
1958,Clyde Lovellette*,C,28,CIN
1958,Ed Macauley*,C,29,STL
1958,Tom Marshall,SF,27,TOT
1958,Tom Marshall,SF,27,DET
1958,Tom Marshall,SF,27,CIN
1958,Slater Martin*,PG,32,STL
1958,Brendan McCann,PG,22,NYK
1958,Dick McGuire*,PG,32,DET
1958,Jack McMahon,SG,29,STL
1958,Monk Meineke,PF,27,CIN
1958,Vern Mikkelsen*,PF,29,MNL
1958,Red Morrison,C,25,STL
1958,Willie Naulls,SF,23,NYK
1958,Jack Nichols,PF,31,BOS
1958,Chuck Noble,SG,26,DET
1958,Togo Palazzi,SF,25,SYR
1958,Med Park,SG,24,STL
1958,Worthy Patterson,G,26,STL
1958,Jerry Paulson,G,22,CIN
1958,Jim Paxson,SG,25,CIN
1958,Bob Pettit*,PF,25,STL
1958,Andy Phillip*,PG,35,BOS
1958,Dave Piontek,SF,23,CIN
1958,Ray Radziszewski,F,22,PHW
1958,Frank Ramsey*,SG,26,BOS
1958,Richie Regan,SG,27,CIN
1958,Dick Ricketts,PF,24,CIN
1958,Arnie Risen*,C,33,BOS
1958,Lennie Rosenbluth,SF,25,PHW
1958,Bill Russell*,C,23,BOS
1958,Woody Sauldsberry,PF,23,PHW
1958,Dolph Schayes*,PF,29,SYR
1958,Dick Schnittker,SF,29,MNL
1958,Kenny Sears,PF,24,NYK
1958,Frank Selvy,SG,25,TOT
1958,Frank Selvy,G-F,25,STL
1958,Frank Selvy,SG,25,MNL
1958,Paul Seymour,PG,30,SYR
1958,Chuck Share,C,30,STL
1958,Bill Sharman*,SG,31,BOS
1958,Ron Shavlik,F,24,NYK
1958,Gene Shue,SG,26,DET
1958,Ron Sobie,PG,23,NYK
1958,Guy Sparrow,SF,25,NYK
1958,Art Spoelstra,C,25,TOT
1958,Art Spoelstra,C,25,MNL
1958,Art Spoelstra,C,25,NYK
1958,Maurice Stokes*,PF,24,CIN
1958,Bill Thieben,PF,22,DET
1958,Lou Tsioropoulos,SF,27,BOS
1958,Jack Twyman*,SF,23,CIN
1958,Charlie Tyra,C,22,NYK
1958,Jim Walsh,F,27,PHW
1958,Win Wilfong,PG,24,STL
1958,George Yardley*,SF,29,DET
,,,,
1959,Paul Arizin*,SF,30,PHW
1959,Elgin Baylor*,SF,24,MNL
1959,Ernie Beck,SG,27,PHW
1959,Al Bianchi,PG,26,SYR
1959,Jerry Bird,F,23,NYK
1959,Bucky Bockhorn,SG,25,CIN
1959,Carl Braun,PG,31,NYK
1959,Pete Brennan,F,22,NYK
1959,Barney Cable,PF,23,DET
1959,Gene Conley,PF,28,BOS
1959,Ed Conlin,SG,25,TOT
1959,Ed Conlin,F-G,25,SYR
1959,Ed Conlin,SG,25,DET
1959,Larry Costello,PG,27,SYR
1959,Bob Cousy*,PG,30,BOS
1959,Archie Dees,PF,22,CIN
1959,George Dempsey,PG,29,TOT
1959,George Dempsey,PG,29,PHW
1959,George Dempsey,PG,29,SYR
1959,Connie Dierking,C,22,SYR
1959,Walter Dukes,C,28,DET
1959,Boo Ellis,PF,22,MNL
1959,Wayne Embry*,C,21,CIN
1959,Dick Farley,SG,26,DET
1959,Mike Farmer,SF,22,NYK
1959,Ray Felix,C,28,NYK
1959,Al Ferrari,SG,25,STL
1959,Ed Fleming,SG,25,MNL
1959,Larry Foust,C,30,MNL
1959,Dave Gambee,SF,21,STL
1959,Dick Garmaker,SG,26,MNL
1959,Jack George,PG,30,TOT
1959,Jack George,PG,30,PHW
1959,Jack George,PG,30,NYK
1959,Tom Gola*,SG,26,PHW
1959,Joe Graboski,PF,29,PHW
1959,Si Green,PG,25,TOT
1959,Si Green,G-F,25,CIN
1959,Si Green,PG,25,STL
1959,Hal Greer*,SG,22,SYR
1959,Richie Guerin*,SG,26,NYK
1959,Cliff Hagan*,SF,27,STL
1959,Steve Hamilton,SF,23,MNL
1959,Vern Hatton,PG,23,TOT
1959,Vern Hatton,G,23,CIN
1959,Vern Hatton,PG,23,PHW
1959,Tom Heinsohn*,PF,24,BOS
1959,Joe Holup,SF,24,DET
1959,Bob Hopkins,PF,24,SYR
1959,Hot Rod,PG,24,MNL
1959,Andy Johnson,SF,26,PHW
1959,Neil Johnston*,C,29,PHW
1959,K.C. Jones*,PG,26,BOS
1959,Sam Jones*,SF,25,BOS
