Year,Player,Pos,Age,Tm
2001,Art Long,SF,28,SAC
2001,Grant Long,PF,34,VAN
2001,Luc Longley,C,32,NYK
2001,Felipe Lopez,SG-PG,26,TOT
2001,Felipe Lopez,SG,26,WAS
2001,Felipe Lopez,PG,26,MIN
2001,Tyronn Lue,PG,23,LAL
2001,George Lynch,SF,30,PHI
2001,Todd MacCulloch,C,25,PHI
2001,Don MacLean,SF,31,MIA
2001,Mark Madsen,PF,25,LAL
2001,Corey Maggette,SF,21,LAC
2001,Jamaal Magloire,C,22,CHH
2001,Dan Majerle,SG,35,MIA
2001,Karl Malone*,PF,37,UTA
2001,Matt Maloney,PG,29,ATL
2001,Danny Manning,PF,34,UTA
2001,Stephon Marbury,PG,23,NJN
2001,Shawn Marion,SF,22,PHO
2001,Donyell Marshall,SF,27,UTA
2001,Darrick Martin,PG,29,SAC
2001,Kenyon Martin,PF,23,NJN
2001,Jamal Mashburn,SF,28,CHH
2001,Anthony Mason,PF,34,MIA
2001,Desmond Mason,SF,23,SEA
2001,Tony Massenburg,PF,33,VAN
2001,Vernon Maxwell,PG,35,TOT
2001,Vernon Maxwell,PG,35,PHI
2001,Vernon Maxwell,PG,35,DAL
2001,Walter McCarty,PF,26,BOS
2001,Dan McClintock,C,23,DEN
2001,George McCloud,SF,33,DEN
2001,Jelani McCoy,C,23,SEA
2001,Antonio McDyess,PF,26,DEN
2001,Tracy McGrady,SG,21,ORL
2001,Jim McIlvaine,C,28,NJN
2001,Jeff McInnis,PG,26,LAC
2001,Derrick McKey,SF,34,IND
2001,Aaron McKie,SG,28,PHI
2001,Roshown McLeod,SF,25,TOT
2001,Roshown McLeod,SF,25,ATL
2001,Roshown McLeod,SF,25,PHI
2001,Paul McPherson,PG,22,TOT
2001,Paul McPherson,PG,22,PHO
2001,Paul McPherson,PG,22,GSW
2001,Stanislav Medvedenko,PF,21,LAL
2001,Ron Mercer,SG,24,CHI
2001,Chris Mihm,C,21,CLE
2001,Darius Miles,SF,19,LAC
2001,Andre Miller,PG,24,CLE
2001,Anthony Miller,PF,29,TOT
2001,Anthony Miller,PF,29,ATL
2001,Anthony Miller,PF,29,HOU
2001,Anthony Miller,PF,29,PHI
2001,Brad Miller,C,24,CHI
2001,Mike Miller,SF,20,ORL
2001,Reggie Miller*,SG,35,IND
2001,Chris Mills,SF,31,GSW
2001,Terry Mills,PF,33,IND
2001,Sam Mitchell,SF,37,MIN
2001,Cuttino Mobley,SG,25,HOU
2001,Nazr Mohammed,C,23,TOT
2001,Nazr Mohammed,C,23,PHI
2001,Nazr Mohammed,C,23,ATL
2001,Jerome Moiso,C,22,BOS
2001,Eric Montross,C,29,TOT
2001,Eric Montross,C,29,DET
2001,Eric Montross,C,29,TOR
2001,Mikki Moore,C,25,DET
2001,Hanno Mottola,SF,24,ATL
2001,Alonzo Mourning*,C,30,MIA
2001,Chris Mullin*,SF,37,GSW
2001,Lamond Murray,SF,27,CLE
2001,Tracy Murray,SF,29,TOT
2001,Tracy Murray,SF,29,DEN
2001,Tracy Murray,SF,29,TOR
2001,Dikembe Mutombo*,C,34,TOT
2001,Dikembe Mutombo*,C,34,ATL
2001,Dikembe Mutombo*,C,34,PHI
2001,Mamadou N'Diaye,C,25,TOR
2001,Lee Nailon,SF,25,CHH
2001,Eduardo Najera,PF,24,DAL
2001,Steve Nash,PG,26,DAL
2001,Tyrone Nesby,SF-SG,25,TOT
2001,Tyrone Nesby,SG,25,LAC
2001,Tyrone Nesby,SF,25,WAS
2001,Rasho Nesterovic,C,24,MIN
2001,Ira Newble,SF,26,SAS
2001,Johnny Newman,SG,37,NJN
2001,Moochie Norris,PG,27,HOU
2001,Dirk Nowitzki,PF,22,DAL
2001,Jermaine O'Neal,C,22,IND
2001,Shaquille O'Neal*,C,28,LAL
2001,Charles Oakley,PF,37,TOR
2001,Lamar Odom,PF,21,LAC
2001,Hakeem Olajuwon*,C,38,HOU
2001,Kevin Ollie,PG,28,TOT
2001,Kevin Ollie,PG,28,NJN
2001,Kevin Ollie,PG,28,PHI
2001,Michael Olowokandi,C,25,LAC
2001,Greg Ostertag,C,27,UTA
2001,Bo Outlaw,PF,29,ORL
2001,Doug Overton,PG,31,TOT
2001,Doug Overton,PG,31,BOS
2001,Doug Overton,PG,31,CHH
2001,Doug Overton,PG,31,NJN
2001,Billy Owens,PF,31,DET
2001,Olumide Oyedeji,C,19,SEA
2001,Robert Pack,PG,31,DEN
2001,Scott Padgett,PF,24,UTA
2001,Milt Palacio,PG,22,BOS
2001,Andy Panko,SF,23,ATL
2001,Cherokee Parks,C,28,TOT
2001,Cherokee Parks,C,28,WAS
2001,Cherokee Parks,C,28,LAC
2001,Ruben Patterson,SF,25,SEA
2001,Gary Payton*,PG,32,SEA
2001,Anthony Peeler,SG,31,MIN
2001,Mike Penberthy,PG,26,LAL
2001,Will Perdue,C,35,POR
2001,Sam Perkins,PF,39,IND
2001,Elliot Perry,PG,31,TOT
2001,Elliot Perry,PG,31,ORL
2001,Elliot Perry,PG,31,PHO
2001,Wesley Person,SG,29,CLE
2001,Morris Peterson,SG,23,TOR
2001,Eric Piatkowski,SG,30,LAC
2001,Paul Pierce,SF,23,BOS
2001,Scottie Pippen*,SF,35,POR
2001,Scot Pollard,C,25,SAC
2001,Olden Polynice,C,36,UTA
2001,Mark Pope,PF,28,MIL
2001,Chris Porter,SF,22,GSW
2001,Terry Porter,PG,37,SAS
2001,James Posey,SF,24,DEN
2001,Lavor Postell,SG,22,NYK
2001,Vitaly Potapenko,C,25,BOS
2001,Brent Price,PG,32,VAN
2001,Laron Profit,PG,23,WAS
2001,Joel Przybilla,C,21,MIL
2001,Theo Ratliff,C,27,PHI
2001,Eldridge Recasner,PG,33,CHH
2001,Michael Redd,SG,21,MIL
2001,Bryant Reeves,C,27,VAN
2001,Don Reid,PF,27,ORL
2001,J.R. Reid,PF,32,CLE
2001,Glen Rice,SF,33,NYK
2001,Quentin Richardson,SG,20,LAC
2001,Mitch Richmond*,SG,35,WAS
2001,Isaiah Rider,SG,29,LAL
2001,Terrance Roberson,SF,24,CHH
2001,Clifford Robinson,PF,34,PHO
2001,David Robinson*,C,35,SAS
2001,Eddie Robinson,SF,24,CHH
2001,Glenn Robinson,SF,28,MIL
2001,Jamal Robinson,SF,27,MIA
2001,James Robinson,PG,30,ORL
2001,Larry Robinson,PG-SG,33,TOT
2001,Larry Robinson,SG,33,CLE
2001,Larry Robinson,PG,33,ATL
2001,Carlos Rogers,C,29,HOU
2001,Rodney Rogers,SF,29,PHO
2001,Sean Rooks,C,31,LAC
2001,Jalen Rose,SF,28,IND
2001,Malik Rose,PF,26,SAS
2001,Michael Ruffin,PF,24,CHI
2001,Bryon Russell,SF,30,UTA
2001,Arvydas Sabonis*,C,36,POR
2001,Soumaila Samake,C,22,NJN
2001,Pepe Sanchez,PG,23,TOT
2001,Pepe Sanchez,PG,23,ATL
2001,Pepe Sanchez,PG,23,PHI
2001,Daniel Santiago,C,24,PHO
2001,Detlef Schrempf,SF,38,POR
2001,Shawnelle Scott,C,28,SAS
2001,Brian Shaw,SG,34,LAL
2001,Brian Skinner,PF,24,LAC
2001,Reggie Slater,PF,30,MIN
2001,Jabari Smith,C,23,SAC
2001,Joe Smith,PF,25,DET
2001,Michael Smith,PF,28,WAS
2001,Mike Smith,SF,24,WAS
2001,Steve Smith,SG,31,POR
2001,Tony Smith,SG,32,ATL
2001,Eric Snow,PG,27,PHI
2001,Felton Spencer,C,33,NYK
2001,Latrell Sprewell,SF,30,NYK
2001,Jerry Stackhouse,SG,26,DET
2001,John Starks,SG,35,UTA
2001,Vladimir Stepania,C,24,NJN
2001,DeShawn Stevenson,SG,19,UTA
2001,Michael Stewart,C,25,TOR
2001,Bryant Stith,SG,30,BOS
2001,John Stockton*,PG,38,UTA
2001,Peja Stojakovic,SF,23,SAC
2001,Damon Stoudamire,PG,27,POR
2001,Erick Strickland,PG,27,TOT
2001,Erick Strickland,PG,27,NYK
2001,Erick Strickland,PG,27,VAN
2001,Mark Strickland,SF,30,TOT
2001,Mark Strickland,SF,30,DEN
2001,Mark Strickland,SF,30,NJN
2001,Rod Strickland,PG,34,TOT
2001,Rod Strickland,PG,34,WAS
2001,Rod Strickland,PG,34,POR
2001,Derek Strong,PF,32,LAC
2001,Bruno Sundov,C,20,IND
2001,Bob Sura,SG,27,GSW
2001,Stromile Swift,PF,21,VAN
2001,Wally Szczerbiak,SF,23,MIN
2001,Zan Tabak,C,30,IND
2001,Dragan Tarlac,C,27,CHI
2001,Maurice Taylor,SF,24,HOU
2001,Jason Terry,SG,23,ATL
2001,Jamel Thomas,SF,27,NJN
2001,Kenny Thomas,PF,23,HOU
2001,Kurt Thomas,PF,28,NYK
2001,Tim Thomas,PF,23,MIL
2001,Otis Thorpe,PF,38,CHH
2001,Robert Traylor,C,23,CLE
2001,Gary Trent,PF,26,DAL
2001,Jake Tsakalidis,C,21,PHO
2001,Hedo Turkoglu,SF,21,SAC
2001,Nick Van,PG,29,DEN
2001,Keith Van,SF,25,NJN
2001,David Vanterpool,PG,27,WAS
2001,Jacque Vaughn,PG,25,UTA
2001,Loy Vaught,PF,32,TOT
2001,Loy Vaught,PF,32,DAL
2001,Loy Vaught,PF,32,WAS
2001,Jake Voskuhl,C,23,CHI
2001,Antoine Walker,PF,24,BOS
2001,Samaki Walker,PF,24,SAS
2001,Ben Wallace,C,26,DET
2001,John Wallace,SF,26,DET
2001,Rasheed Wallace,PF,26,POR
2001,Charlie Ward,PG,30,NYK
2001,Clarence Weatherspoon,PF,30,CLE
2001,Chris Webber,PF,27,SAC
2001,Bonzi Wells,SF,24,POR
2001,David Wesley,SG,30,CHH
2001,Doug West,SG,33,VAN
2001,Jahidi White,C,24,WAS
2001,Chris Whitney,PG,29,WAS
2001,Aaron Williams,PF,29,NJN
2001,Alvin Williams,SG,26,TOR
2001,Eric Williams,SF,28,BOS
2001,Jason Williams,PG,25,SAC
2001,Jerome Williams,PF,27,TOT
2001,Jerome Williams,PF,27,DET
2001,Jerome Williams,PF,27,TOR
2001,Monty Williams,SF,29,ORL
2001,Scott Williams,C,32,MIL
2001,Shammond Williams,PG,25,SEA
2001,Walt Williams,SF,30,HOU
2001,Corliss Williamson,SF,27,TOT
2001,Corliss Williamson,SF,27,TOR
2001,Corliss Williamson,SF,27,DET
2001,Kevin Willis,C,38,TOT
2001,Kevin Willis,C,38,TOR
2001,Kevin Willis,C,38,DEN
2001,David Wingate,SG,37,SEA
2001,Ruben Wolkowyski,PF,27,SEA
2001,Metta World,SF,21,CHI
2001,Lorenzen Wright,C,25,ATL
2001,Wang Zhizhi,C,23,DAL
,,,,
2002,Tariq Abdul-Wahad,SG,27,TOT
2002,Tariq Abdul-Wahad,SG,27,DEN
2002,Tariq Abdul-Wahad,SG,27,DAL
2002,Shareef Abdur-Rahim,PF,25,ATL
2002,Courtney Alexander,SG,24,WAS
2002,Victor Alexander,C,32,DET
2002,Malik Allen,PF,23,MIA
2002,Ray Allen,SG,26,MIL
2002,Rafer Alston,PG,25,MIL
2002,John Amaechi,PF,31,UTA
2002,Chris Andersen,C,23,DEN
2002,Derek Anderson,SG,27,POR
2002,Kenny Anderson,PG,31,BOS
2002,Nick Anderson,SG,34,MEM
2002,Shandon Anderson,SG,28,NYK
2002,Greg Anthony,PG,34,TOT
2002,Greg Anthony,PG,34,CHI
2002,Greg Anthony,PG,34,MIL
2002,Gilbert Arenas,PG,20,GSW
2002,Brandon Armstrong,SG,21,NJN
2002,Darrell Armstrong,PG,33,ORL
2002,Carlos Arroyo,PG,22,TOT
2002,Carlos Arroyo,PG,22,TOR
2002,Carlos Arroyo,PG,22,DEN
2002,Chucky Atkins,PG,27,DET
2002,Stacey Augmon,SG,33,CHH
2002,Isaac Austin,C,32,MEM
2002,William Avery,PG,22,MIN
2002,Dalibor Bagaric,C,21,CHI
2002,Vin Baker,C,30,SEA
2002,Erick Barkley,PG,23,POR
2002,Dana Barros,PG,34,DET
2002,Brent Barry,SG,30,SEA
2002,Jon Barry,SG,32,DET
2002,Mengke Bateer,C,26,DEN
2002,Tony Battie,C,25,BOS
2002,Shane Battier,SF,23,MEM
2002,Charlie Bell,SG,22,TOT
2002,Charlie Bell,SG,22,PHO
2002,Charlie Bell,SG,22,DAL
2002,Raja Bell,SG,25,PHI
2002,Jonathan Bender,SF,21,IND
2002,Travis Best,PG,29,TOT
2002,Travis Best,PG,29,IND
2002,Travis Best,PG,29,CHI
2002,Mike Bibby,PG,23,SAC
2002,Chauncey Billups,PG,25,MIN
2002,Mookie Blaylock,PG,34,GSW
2002,Corie Blount,PF,33,PHI
2002,Mark Blount,C,26,BOS
2002,Calvin Booth,C,25,SEA
2002,Ruben Boumtje-Boumtje,C,23,POR
2002,Cal Bowdler,PF,24,ATL
2002,Bruce Bowen,SF,30,SAS
2002,Ryan Bowen,SF,26,DEN
2002,Ira Bowman,SG,28,PHI
2002,Earl Boykins,PG,25,LAC
2002,Michael Bradley,PF,22,TOR
2002,Shawn Bradley,C,29,DAL
2002,Elton Brand,PF,22,LAC
2002,Terrell Brandon,PG,31,MIN
2002,Jamison Brewer,SG,21,IND
2002,Primoz Brezec,C,22,IND
2002,Chucky Brown,SF,33,SAC
2002,Damone Brown,SF,22,PHI
2002,Dee Brown,PG,33,ORL
2002,Ernest Brown,C,22,MIA
2002,Kedrick Brown,SF,20,BOS
2002,Kwame Brown,PF,19,WAS
2002,P.J. Brown,C,32,CHH
2002,Randy Brown,PG,33,BOS
2002,Tierre Brown,SG,22,HOU
2002,Rick Brunson,PG,29,POR
2002,Kobe Bryant,SG,23,LAL
2002,Mark Bryant,PF,36,SAS
2002,Greg Buckner,SG,25,DAL
2002,Jud Buechler,SF,33,TOT
2002,Jud Buechler,SF,33,PHO
2002,Jud Buechler,SF,33,ORL
2002,Rodney Buford,SG,24,MEM
2002,Matt Bullard,PF,34,CHH
2002,Mitchell Butler,SG,31,POR
2002,Jason Caffey,PF,28,MIL
2002,Marcus Camby,C,27,NYK
2002,Elden Campbell,PF,33,CHH
2002,Brian Cardinal,PF,24,DET
2002,Anthony Carter,PG,26,MIA
2002,Vince Carter,SG,25,TOR
2002,Sam Cassell,PG,32,MIL
2002,Kelvin Cato,C,27,HOU
2002,Tyson Chandler,C,19,CHI
2002,Calbert Cheaney,SG,30,DEN
2002,Chris Childs,PG,34,TOR
2002,Doug Christie,SG,31,SAC
2002,Keon Clark,C,26,TOR
2002,Speedy Claxton,PG,23,PHI
2002,Mateen Cleaves,PG,24,SAC
2002,Derrick Coleman,PF,34,PHI
2002,Bimbo Coles,PG,33,CLE
2002,Jason Collier,C,24,HOU
2002,Jarron Collins,C,23,UTA
2002,Jason Collins,C,23,NJN
2002,Chris Crawford,PF,26,ATL
2002,Jamal Crawford,PG,21,CHI
2002,Joe Crispin,PG,22,TOT
2002,Joe Crispin,PG,22,LAL
2002,Joe Crispin,PG,22,PHO
2002,Austin Croshere,PF,26,IND
2002,John Crotty,PG,32,UTA
2002,Vonteego Cummings,PG,25,PHI
2002,Dell Curry,SG,37,TOR
2002,Eddy Curry,C,19,CHI
2002,Michael Curry,SG,33,DET
2002,Samuel Dalembert,C,20,PHI
2002,Erick Dampier,C,26,GSW
2002,Antonio Daniels,SG,26,SAS
2002,Antonio Davis,PF,33,TOR
2002,Baron Davis,PG,22,CHH
2002,Dale Davis,C,32,POR
2002,Emanual Davis,PG,33,ATL
2002,Hubert Davis,SG,31,WAS
2002,Ricky Davis,SF,22,CLE
2002,Andrew DeClercq,C,28,ORL
2002,Vinny Del,PG,35,PHO
2002,Tony Delk,SG,28,TOT
2002,Tony Delk,SG,28,PHO
2002,Tony Delk,SG,28,BOS
2002,Derrick Dial,SG,26,TOT
2002,Derrick Dial,SG,26,NJN
2002,Derrick Dial,SG,26,TOR
2002,Michael Dickerson,SG,26,MEM
2002,DeSagana Diop,C,20,CLE
2002,Vlade Divac,C,33,SAC
2002,Michael Doleac,C,24,CLE
2002,Keyon Dooling,PG,21,LAC
2002,Bryce Drew,PG,27,CHH
2002,Predrag Drobnjak,C,26,SEA
2002,Chris Dudley,C,36,POR
2002,Tim Duncan,PF,25,SAS
2002,Howard Eisley,PG,29,NYK
2002,Obinna Ekezie,PF,26,LAC
2002,LaPhonso Ellis,SF,31,MIA
2002,Evan Eschmeyer,C,26,DAL
2002,Maurice Evans,SG,23,MIN
2002,Patrick Ewing*,C,39,ORL
2002,Danny Ferry,SF,35,SAS
2002,Michael Finley,SF,28,DAL
2002,Derek Fisher,PG,27,LAL
2002,Marcus Fizer,PF,23,CHI
2002,Isaac Fontaine,SG,26,MEM
2002,Alton Ford,PF,20,PHO
2002,Joseph Forte,SG,20,BOS
2002,Danny Fortson,PF,25,GSW
2002,Greg Foster,PF,33,MIL
2002,Jeff Foster,C,25,IND
2002,Antonis Fotsis,PF,20,MEM
2002,Tremaine Fowlkes,SF,25,LAC
2002,Rick Fox,SF,32,LAL
2002,Adonal Foyle,C,26,GSW
2002,Steve Francis,PG,24,HOU
2002,Lawrence Funderburke,PF,31,SAC
2002,Kevin Garnett,PF,25,MIN
2002,Dean Garrett,C,35,TOT
2002,Dean Garrett,C,35,MIN
2002,Dean Garrett,C,35,GSW
2002,Pat Garrity,PF,25,ORL
2002,Pau Gasol,C,21,MEM
2002,Chris Gatling,PF,34,MIA
2002,Matt Geiger,C,32,PHI
2002,Devean George,SF,24,LAL
2002,Eddie Gill,PG,23,MEM
2002,Kendall Gill,SG,33,MIA
2002,Dion Glover,SG,23,ATL
2002,Steve Goodrich,SF,25,NJN
2002,Brian Grant,PF,29,MIA
2002,Horace Grant,C,36,ORL
2002,Adrian Griffin,SG,27,DAL
2002,Eddie Griffin,PF,19,HOU
2002,Tom Gugliotta,PF,32,PHO
2002,A.J. Guyton,PG,23,CHI
2002,Darvin Ham,SF,28,MIL
2002,Richard Hamilton,SG,23,WAS
2002,Tang Hamilton,SF,23,MIA
2002,Zendon Hamilton,PF,26,DEN
2002,Anfernee Hardaway,SG,30,PHO
2002,Tim Hardaway,PG,35,TOT
2002,Tim Hardaway,PG,35,DAL
2002,Tim Hardaway,PG,35,DEN
2002,Matt Harpring,SF,25,PHI
2002,Al Harrington,PF,21,IND
2002,Othella Harrington,PF,28,NYK
2002,Lucious Harris,SG,31,NJN
2002,Jason Hart,PG,23,SAS
2002,Antonio Harvey,PF,31,SEA
2002,Donnell Harvey,PF,21,TOT
2002,Donnell Harvey,PF,21,DAL
2002,Donnell Harvey,PF,21,DEN
2002,Trenton Hassell,SG,22,CHI
2002,Kirk Haston,PF,22,CHH
2002,Brendan Haywood,C,22,WAS
2002,Alan Henderson,PF,29,ATL
2002,Cedric Henderson,SF,26,GSW
2002,Grant Hill,SF,29,ORL
2002,Tyrone Hill,PF,33,CLE
2002,Fred Hoiberg,SG,29,CHI
2002,Robert Horry,PF,31,LAL
2002,Eddie House,PG,23,MIA
2002,Allan Houston,SG,30,NYK
2002,Juwan Howard,PF,28,TOT
2002,Juwan Howard,PF,28,DAL
2002,Juwan Howard,PF,28,DEN
2002,Troy Hudson,PG,25,ORL
2002,Larry Hughes,SG,23,GSW
2002,Lindsey Hunter,PG,31,LAL
2002,Steven Hunter,C,20,ORL
2002,Zydrunas Ilgauskas,C,26,CLE
2002,Allen Iverson*,SG,26,PHI
2002,Bobby Jackson,PG,28,SAC
2002,Jaren Jackson,SG,34,ORL
2002,Jermaine Jackson,SG,25,TOR
2002,Jim Jackson,SF,31,MIA
2002,Marc Jackson,C,27,TOT
2002,Marc Jackson,C,27,GSW
2002,Marc Jackson,C,27,MIN
2002,Mark Jackson,PG,36,NYK
2002,Stephen Jackson,SF,23,SAS
2002,Jerome James,C,26,SEA
2002,Mike James,PG,26,MIA
2002,Tim James,SF,25,PHI
2002,Antawn Jamison,SF,25,GSW
2002,Harold Jamison,PF,25,LAC
2002,Richard Jefferson,SF,21,NJN
2002,Anthony Johnson,SG,27,NJN
2002,Avery Johnson,PG,36,TOT
2002,Avery Johnson,PG,36,DEN
2002,Avery Johnson,PG,36,DAL
2002,DerMarr Johnson,SF,21,ATL
2002,Ervin Johnson,C,34,MIL
2002,Joe Johnson,SG,20,TOT
2002,Joe Johnson,SG,20,BOS
2002,Joe Johnson,SG,20,PHO
2002,Alvin Jones,C,23,PHI
2002,Damon Jones,PG,25,DET
2002,Eddie Jones,SG,30,MIA
2002,Jumaine Jones,PF,22,CLE
2002,Popeye Jones,PF,31,WAS
2002,Michael Jordan*,SF,38,WAS
2002,Shawn Kemp,PF,32,POR
2002,Steve Kerr,PG,36,POR
2002,Jason Kidd,PG,28,NJN
2002,Andrei Kirilenko,SF,20,UTA
2002,Kerry Kittles,SG,27,NJN
2002,Brevin Knight,PG,26,MEM
2002,Travis Knight,C,27,NYK
2002,Toni Kukoc,SF,33,ATL
2002,Christian Laettner,PF,32,WAS
2002,Raef LaFrentz,C,25,TOT
2002,Raef LaFrentz,C,25,DEN
2002,Raef LaFrentz,C,25,DAL
2002,Trajan Langdon,SG,25,CLE
2002,Dan Langhi,SF,24,HOU
2002,Rusty LaRue,PG,28,UTA
2002,Voshon Lenard,SG,28,DEN
2002,Quincy Lewis,SG,24,UTA
2002,Rashard Lewis,SF,22,SEA
2002,Randy Livingston,PG,26,SEA
2002,Art Long,PF,29,SEA
2002,Grant Long,PF,35,MEM
2002,Felipe Lopez,SG,27,MIN
2002,Tyronn Lue,PG,24,WAS
2002,George Lynch,SF,31,CHH
2002,Todd MacCulloch,C,26,NJN
2002,Sam Mack,SF,31,MIA
2002,Mark Madsen,PF,26,LAL
2002,Corey Maggette,SG,22,LAC
2002,Jamaal Magloire,C,23,CHH
2002,Dan Majerle,SG,36,PHO
2002,Karl Malone*,PF,38,UTA
2002,Danny Manning,PF,35,DAL
2002,Stephon Marbury,PG,24,PHO
2002,Shawn Marion,SF,23,PHO
2002,Sean Marks,C,26,MIA
2002,Donny Marshall,SF,29,NJN
2002,Donyell Marshall,SF,28,UTA
2002,Darrick Martin,PG,30,DAL
2002,Kenyon Martin,PF,24,NJN
2002,Jamal Mashburn,SF,29,CHH
2002,Anthony Mason,PF,35,MIL
2002,Desmond Mason,SF,24,SEA
2002,Tony Massenburg,PF,34,MEM
2002,Walter McCarty,PF,27,BOS
2002,Amal McCaskill,C,28,SAS
2002,George McCloud,SF,34,DEN
2002,Jelani McCoy,C,24,LAL
2002,Antonio McDyess,PF,27,DEN
2002,Tracy McGrady,SG,22,ORL
2002,Jeff McInnis,PG,27,LAC
2002,Derrick McKey,SF,35,PHI
2002,Aaron McKie,SG,29,PHI
2002,Stanislav Medvedenko,C,22,LAL
2002,Ron Mercer,SG,25,TOT
2002,Ron Mercer,SG,25,CHI
2002,Ron Mercer,SG,25,IND
2002,Chris Mihm,C,22,CLE
2002,Darius Miles,SF,20,LAC
2002,Andre Miller,PG,25,CLE
2002,Brad Miller,C,25,TOT
2002,Brad Miller,C,25,CHI
2002,Brad Miller,C,25,IND
2002,Mike Miller,SF,21,ORL
2002,Reggie Miller*,SG,36,IND
2002,Chris Mills,SF,32,GSW
2002,Sam Mitchell,SF,38,MIN
2002,Cuttino Mobley,SG,26,HOU
2002,Nazr Mohammed,C,24,ATL
2002,Jerome Moiso,C,23,CHH
2002,Eric Montross,C,30,TOR
2002,Mikki Moore,C,26,DET
2002,Terence Morris,SF,23,HOU
2002,Hanno Mottola,C,25,ATL
2002,Alonzo Mourning*,C,31,MIA
2002,Troy Murphy,PF,21,GSW
2002,Lamond Murray,SF,28,CLE
2002,Tracy Murray,SF,30,TOR
2002,Dikembe Mutombo*,C,35,PHI
2002,Mamadou N'Diaye,C,26,TOR
2002,Lee Nailon,SF,26,CHH
2002,Eduardo Najera,PF,25,DAL
2002,Steve Nash,PG,27,DAL
2002,Tyrone Nesby,SF,26,WAS
2002,Rasho Nesterovic,C,25,MIN
2002,Ira Newble,SF,27,ATL
2002,Johnny Newman,SF,38,DAL
2002,Moochie Norris,PG,28,HOU
2002,Dirk Nowitzki,C,23,DAL
2002,Jermaine O'Neal,PF,23,IND
2002,Shaquille O'Neal*,C,29,LAL
2002,Charles Oakley,PF,38,CHI
2002,Lamar Odom,SF,22,LAC
2002,Hakeem Olajuwon*,C,39,TOR
2002,Dean Oliver,PG,23,GSW
2002,Kevin Ollie,PG,29,TOT
2002,Kevin Ollie,PG,29,CHI
2002,Kevin Ollie,PG,29,IND
2002,Michael Olowokandi,C,26,LAC
2002,Greg Ostertag,C,28,UTA
2002,Bo Outlaw,PF,30,TOT
2002,Bo Outlaw,PF,30,ORL
2002,Bo Outlaw,PF,30,PHO
2002,Doug Overton,PG,32,LAC
2002,Olumide Oyedeji,C,20,SEA
2002,Robert Pack,PG,32,MIN
2002,Scott Padgett,PF,25,UTA
2002,Milt Palacio,PG-SG,23,TOT
2002,Milt Palacio,PG,23,BOS
2002,Milt Palacio,SG,23,PHO
2002,Tony Parker,PG,19,SAS
2002,Cherokee Parks,C,29,SAS
2002,Ruben Patterson,SF,26,POR
2002,Gary Payton*,PG,33,SEA
2002,Anthony Peeler,SG,32,MIN
2002,Mike Penberthy,PG,27,LAL
2002,Elliot Perry,PG,32,MEM
2002,Wesley Person,SG,30,CLE
2002,Morris Peterson,SF,24,TOR
2002,Eric Piatkowski,SG,31,LAC
2002,Paul Pierce,SG,24,BOS
2002,Scottie Pippen*,SF,36,POR
2002,Scot Pollard,C,26,SAC
2002,Mark Pope,PF,29,MIL
2002,Terry Porter,PG,38,SAS
2002,James Posey,SF,25,DEN
2002,Lavor Postell,SG,23,NYK
2002,Vitaly Potapenko,C,26,BOS
2002,Brent Price,PG,33,SAC
2002,Joel Przybilla,C,22,MIL
2002,Vladimir Radmanovic,PF,21,SEA
2002,Zach Randolph,PF,20,POR
2002,Theo Ratliff,C,28,ATL
2002,Zeljko Rebraca,C,29,DET
2002,Eldridge Recasner,PG-SG,34,TOT
2002,Eldridge Recasner,SG,34,CHH
2002,Eldridge Recasner,PG,34,LAC
2002,Michael Redd,SG,22,MIL
2002,Don Reid,PF,28,ORL
2002,Glen Rice,SF,34,HOU
2002,Jason Richardson,SG,21,GSW
2002,Norm Richardson,SG,22,TOT
2002,Norm Richardson,SG,22,IND
2002,Norm Richardson,SG,22,CHI
2002,Quentin Richardson,SG,21,LAC
2002,Mitch Richmond*,SG,36,LAL
2002,Isaiah Rider,SG,30,DEN
2002,Clifford Robinson,PF,35,DET
2002,David Robinson*,C,36,SAS
2002,Eddie Robinson,SF,25,CHI
2002,Glenn Robinson,SF,29,MIL
2002,Larry Robinson,SG,34,NYK
2002,Carlos Rogers,C,30,IND
2002,Rodney Rogers,SF,30,TOT
2002,Rodney Rogers,SF,30,PHO
2002,Rodney Rogers,SF,30,BOS
2002,Sean Rooks,C,32,LAC
2002,Jalen Rose,SF,29,TOT
2002,Jalen Rose,SF,29,IND
2002,Jalen Rose,SF,29,CHI
2002,Malik Rose,PF,27,SAS
2002,Michael Ruffin,PF,25,PHI
2002,Bryon Russell,SG,31,UTA
2002,Daniel Santiago,C,25,PHO
2002,Jeryl Sasser,SG,22,ORL
2002,Kenny Satterfield,PG,20,DEN
2002,Brian Scalabrine,PF,23,NJN
2002,Shawnelle Scott,C,29,DEN
2002,Ansu Sesay,SF,25,SEA
2002,Brian Shaw,PG,35,LAL
2002,Bobby Simmons,SF,21,WAS
2002,Dickey Simpkins,PF,29,ATL
2002,Brian Skinner,PF,25,CLE
2002,Reggie Slater,PF,31,TOT
2002,Reggie Slater,PF,31,NJN
2002,Reggie Slater,PF,31,ATL
2002,Charles Smith,SG,26,SAS
2002,Jabari Smith,C,24,TOT
2002,Jabari Smith,C,24,SAC
2002,Jabari Smith,C,24,PHI
2002,Joe Smith,C,26,MIN
